证券代码,证券简称,现金流量比 2017一季,现金流量比 2017中报,现金流量比 2017三季,现金流量比 2017年报,现金流量比 2018一季,现金流量比 2018中报,估价全价 2017-10-10,估价修正久期 2017-10-10,估价全价 2018-09-14,估价修正久期 2017-12-29,估价全价 2018-06-29,估价修正久期 2018-06-29,估价修正久期 2018-03-30,估价修正久期 2018-09-14,估价全价 2017-12-29,估价全价 2018-03-30,"债项评级  2018-09-14 ","债项评级  2018-06-29 ","债项评级  2018-03-30 ","债项评级  2017-12-29 ","债项评级  2017-10-10 ","资产负债率  2017一季 ","资产负债率  2017中报 ","资产负债率  2017三季 ","资产负债率  2017年报 ","资产负债率  2018一季 ","资产负债率  2018中报 "
124428.SH,13粤垦债,-0.1925,-0.0825,-0.1001,-0.0333,0.0034,-0.0334,109.7592,1.8139,108.2307,1.7105,106.1728,1.2443,1.4805,1.0523,102.6965,104.744,AA,AA,AA,AA,AA,56.1782,51.5231,51.1986,50.9303,52.4256,49.7535
124429.SH,PR亭公投,0.041,-0.0079,,-0.6812,,-0.0242,88.5471,1.3703,65.0278,1.6861,64.0321,1.2119,1.4557,1.0171,62.3392,63.4882,AA,AA,AA,AA,AA,65.0215,65.7781,,67.0678,,65.5999
124432.SH,PR襄建投,,0.3878,0.0766,-0.5533,0.7747,1.0705,88.0164,1.3783,65.4669,1.6892,64.1728,1.2233,1.4609,1.0367,62.1645,63.3857,AA+,AA+,AA+,AA+,AA+,,56.5041,56.4843,58.9318,61.8941,57.9724
124433.SH,PR沪闵行,,-0.8324,,0.2006,,0.036,64.2296,0.9068,42.6808,1.2079,41.9822,0.7435,0.9777,0.5505,40.5691,41.3443,AA+,AA+,AA+,AA+,AA+,,11.3255,,13.7907,,14.1279
124434.SH,PR渝豪江,-0.0447,-0.446,-0.6045,0.029,-0.2278,-0.5254,88.3858,1.3853,64.8357,1.6999,63.8078,1.2255,1.4688,1.0312,62.1167,63.2336,AA,AA,AA,AA,AA,46.2888,48.2219,46.6983,46.7265,47.3786,48.8541
124435.SH,PR邯城投,,-1.0994,,0.0353,,0.2073,88.2819,1.4095,65.6216,1.7214,64.2892,1.2561,1.4935,1.0701,62.2364,63.4855,AA+,AA+,AA+,AA+,AA+,,43.0659,,45.2535,,46.5754
124436.SH,13海旅业,,0.0481,,0.1629,,0.0611,108.0831,1.0238,105.8281,0.8808,104.2205,0.4203,0.6508,0.2188,101.4851,102.3835,AA,AA,AA,AA,AA,,56.2146,,65.9713,,64.987
124438.SH,PR冶城投,,-0.1955,-0.4175,-0.3846,,-0.4705,88.4924,1.4035,65.7672,1.7174,64.3884,1.2536,1.4902,1.0681,62.2323,63.5321,AA+,AA+,AA+,AA+,AA+,,39.5793,38.3419,39.731,,39.2947
124439.SH,PR六安01,0.0168,0.0679,0.0444,-0.2997,-0.117,0.0372,88.9304,1.424,66.0111,1.7372,64.6581,1.272,1.5094,1.0862,62.5844,63.8484,AA,AA,AA,AA,AA,49.0643,48.0228,50.6213,45.1806,47.7605,42.7751
124442.SH,PR武威01,0.0052,0.0177,0.1524,-0.3442,-0.0144,0.0768,88.1984,1.4208,64.771,1.7377,63.7114,1.2652,1.5083,1.0714,61.9208,63.1272,AA,AA,AA,AA,AA,75.1402,75.4646,76.0505,64.3194,64.8636,64.0864
124444.SH,PR六安02,0.0168,0.0679,0.0444,-0.2997,-0.117,0.0372,86.0725,1.7773,64.0886,1.5508,62.597,1.6229,1.3234,1.4394,86.0926,87.7409,AA,AA,AA,AA,AA,49.0643,48.0228,50.6213,45.1806,47.7605,42.7751
124445.SH,PR泰成兴,,0.1004,,-0.0114,,-0.1719,89.0397,1.4412,64.9415,1.7558,63.8934,1.2747,1.5181,1.0808,62.5248,63.3303,AA,AA,AA,AA,AA,,59.0535,,58.9622,,64.2129
124446.SH,PR即墨债,-0.0213,-0.002,-0.1402,0.3268,0.0467,-0.0425,82.6311,1.0543,54.362,1.3567,53.4449,0.8885,1.1258,0.696,51.8401,52.7875,AAA,AAA,AAA,AAA,AAA,57.7793,60.4419,60.2725,57.4241,58.3294,55.8418
124447.SH,13磁湖01,-0.0884,-0.056,,0.0579,0.248,0.2068,89.2756,1.4081,65.431,1.7267,64.3722,1.2539,1.4971,1.0599,62.5799,63.7881,AA,AA,AA,AA,AA,58.533,56.2873,,58.9045,57.8346,57.3303
124448.SH,PR大理01,,-0.0225,,-0.0768,,-0.0188,88.8606,1.4349,65.981,1.7498,64.5656,1.2865,1.523,1.1015,62.371,63.6971,AA,AA,AA,AA,AA,,54.7233,,56.8735,,57.0423
124449.SH,PR常滨湖,-0.1015,-0.0681,-0.1302,-0.1575,0.1118,-0.0591,89.2315,1.4565,66.1704,1.7689,64.8304,1.3027,1.5407,1.1166,62.8242,64.0619,AAA,AAA,AAA,AAA,AAA,63.0052,63.0559,63.4338,57.0853,60.5288,59.3726
124451.SH,PR濮建债,,-0.3488,,-0.6878,,-0.1284,88.0507,1.4325,65.4964,1.7469,64.0676,1.2844,1.5205,1.0997,61.8341,63.1769,AA,AA,AA,AA,AA,,66.9962,,70.9426,,71.6824
124452.SH,PR府谷债,,0.1091,0.1154,0.1839,,0.0435,88.9466,1.4336,65.3907,1.758,64.3419,1.2845,1.5281,1.0905,62.5982,63.7895,AA,AA,AA,AA,AA,,65.8117,65.7079,64.0047,,61.4007
124453.SH,PR秦开01,,0.0301,,0.0668,,-0.0167,89.615,1.4798,65.5044,1.7924,64.6127,1.3131,1.5599,1.1168,63.2438,64.2585,AA,AA,AA,AA,AA,,64.5474,,67.43,,67.6582
124454.SH,PR武清01,-0.0629,0.0071,0.0596,0.1674,0.0032,0.0714,88.8303,1.4647,65.9315,1.7774,64.5639,1.3121,1.5496,1.1265,62.5034,63.7688,AA+,AA+,AA+,AA+,AA+,58.3428,61.4539,63.0865,62.9776,62.6379,59.5662
124455.SH,PR越都债,,0.1299,,0.0025,,-0.046,88.8863,1.4427,65.9863,1.7568,64.5902,1.2928,1.5297,1.1075,62.4456,63.7485,AA,AA,AA,AA,AA,,48.3412,,52.6284,,52.7095
124456.SH,13闽投债,0.0743,0.087,0.1613,0.1478,0.0367,-0.1888,104.4609,1.792,104.9607,1.5542,102.3286,2.5065,1.3255,2.3214,104.2726,105.8875,AAA,AAA,AAA,AAA,AAA,57.9629,57.3036,57.8978,58.8609,58.4407,60.3846
124458.SH,PR镇投01,0.003,0.004,0.0085,0.0003,0.0135,0.019,88.7909,1.4713,64.5754,1.7768,63.5563,1.2958,1.5399,1.1015,62.2098,63.036,AAA,AAA,AAA,AAA,AAA,63.144,62.8114,62.7949,63.4395,64.9652,64.8599
124459.SH,PR随州01,,0.1429,,0.4237,0.1037,-0.0009,88.8214,1.451,65.9577,1.7669,64.5021,1.3047,1.5407,1.1202,62.2387,63.6023,AA+,AA+,AA+,AA+,AA+,,53.5221,,59.9072,61.6109,62.4172
124460.SH,PR忻州01,,0.1053,,0.1871,,0.0791,89.5593,1.4594,66.3831,1.7741,64.9871,1.3095,1.5467,1.1241,62.8675,64.1633,AA,AA,AA,AA,AA,,51.8524,,63.646,,64.2069
124461.SH,PR清远债,,3.4057,,-0.0621,,4.6386,89.0255,1.4653,66.0546,1.7788,64.6673,1.3141,1.5514,1.1287,62.5673,63.853,AA,AA,AA,AA,AA,,39.8502,,36.4799,,32.4839
124462.SH,PR海财01,,-0.2536,,-0.3036,,0.1512,88.5723,1.4407,64.8939,1.7575,63.7961,1.2849,1.5275,1.0916,61.9944,63.1832,AA,AA,AA,AA,AA,,48.5932,,48.4843,,48.4219
124463.SH,PR津住宅,-0.0397,-0.0462,0.0273,0.051,-0.0358,-0.018,87.3478,1.4417,64.2405,1.7583,63.15,1.2869,1.5295,1.0937,61.304,62.5396,AA,AA,AA,AA,AA,82.6266,82.5975,82.8196,83.6552,83.4593,83.1036
124464.SH,PR天易01,-0.2688,-0.2637,-0.3099,0.0254,-0.2722,-0.2218,88.8001,1.4812,65.9795,1.7952,64.6936,1.3317,1.5665,1.1444,62.5592,63.7757,AAA,AAA,AAA,AAA,AAA,46.7521,47.0991,48.0588,45.7602,45.7523,45.1829
124465.SH,PR黄冈01,,-0.0346,0.0096,0.038,-0.2997,-0.1414,89.6353,1.4763,66.4226,1.7913,65.0132,1.3268,1.564,1.1416,62.8835,64.188,AAA,AAA,AA+,AA+,AA+,,41.9362,42.2687,39.4256,39.1618,38.9517
124467.SH,PR锦州01,,0.0758,,-0.1661,,-0.2143,88.9056,1.4725,65.9936,1.788,64.5433,1.3252,1.5616,1.1407,62.3144,63.6654,AA,AA,AA,AA,AA,,60.0679,,39.4126,,39.8489
124468.SH,PR丰城01,,0.0822,,-0.2228,,-0.0524,89.9937,1.5017,66.6132,1.2749,65.2474,1.3487,1.587,1.1629,90.0412,64.4901,AAA,AAA,AAA,AAA,AAA,,63.3842,,62.6014,,64.012
124469.SH,PR格尔木,,-0.684,,-1.0849,,-0.6187,90.0865,1.4947,64.6152,1.2698,63.4644,1.3048,1.5465,1.1124,90.2488,62.8005,AA,AA,AA,AA,AA,,28.5226,,28.7944,,28.6311
124470.SH,PR赣开01,-0.2455,-0.3395,-0.5425,-0.6468,-0.063,-0.3285,82.3395,1.0868,54.2123,0.8676,53.2552,0.9221,1.159,0.7304,82.7015,52.5763,AA+,AA+,AA+,AA+,AA+,58.9298,58.405,61.6448,62.3933,64.7658,61.786
124471.SH,PR宁海01,,0.0362,,-0.0684,,-0.0031,88.2107,1.4983,65.5506,1.2728,64.1295,1.3475,1.5844,1.1628,88.3729,63.2953,AA,AA,AA,AA,AA,,73.3422,,68.0556,,67.7174
124472.SH,PR海西州,,0.1867,,0.1015,,0.3277,88.6427,1.4803,64.9599,1.2575,63.8859,1.3251,1.5685,1.1315,88.9831,63.325,AA,AA,AA,AA,AA,,31.5356,,24.4806,,32.2503
124477.SH,PR滨高新,,0.0113,,-0.3127,,-0.0098,88.2873,1.4963,64.7278,1.2741,63.6318,1.3422,1.5853,1.1489,88.6608,63.0519,AAA,AAA,AAA,AAA,AAA,,51.8025,,60.8863,,60.8618
124478.SH,PR仪城发,,-0.0275,,-0.2196,,0.0449,88.7007,1.5013,65.8583,1.2769,64.3741,1.3552,1.5913,1.1712,88.944,63.4769,AA,AA,AA,AA,AA,,63.3605,,62.5388,,63.9025
124480.SH,PR东台01,,-0.0042,,-0.0188,,-0.0593,88.1136,1.4995,65.5127,1.2762,63.976,1.3565,1.5916,1.1733,88.4458,63.0153,AA,AA,AA,AA,AA,,61.821,,55.9649,,57.911
124481.SH,PR镇投02,0.003,0.004,0.0085,0.0003,0.0135,0.019,89.0496,1.5366,64.6236,1.3035,63.5918,1.3611,1.6055,1.167,88.7853,63.0939,AAA,AAA,AAA,AAA,AAA,63.144,62.8114,62.7949,63.4395,64.9652,64.8599
124482.SH,14京华远,,0.0228,,0.0196,,-0.2303,110.1986,1.1313,107.079,0.9167,105.5488,0.5356,0.7678,0.3352,110.741,104.1422,AA,AA,AA,AA,AA,,73.3936,,72.8437,,76.8143
124483.SH,09渝地产,0.0274,0.0237,0.3132,0.5689,0.0124,0.0858,105.8607,1.269,104.5097,1.0529,102.8832,0.6539,0.884,0.4572,106.218,101.644,AA+,AA+,AA+,AA+,AA+,62.4473,64.3195,62.6909,62.4073,61.7664,61.8502
124485.SH,14苏沿海,,1.4286,,0.7253,,-0.2816,111.6579,2.77,110.5869,2.5401,107.8802,2.2467,2.4821,2.0612,110.8998,106.3808,AAA,AAA,AAA,AAA,AAA,,22.4338,,22.6749,,26.4895
124486.SH,PR锦开01,,-0.0279,,0.002,,0.0337,86.9173,1.4807,63.9402,1.2623,62.6586,1.3385,1.5779,1.1481,87.5948,61.8537,AA,AA,AA,AA,AA,,47.8422,,50.3158,,50.4499
124487.SH,PR邵城债,-0.0512,0.0198,0.0022,-0.1193,-0.0154,0.1814,89.2071,1.5345,65.1835,1.3089,64.2331,1.3752,1.6222,1.1794,89.3491,63.8655,AA+,AA+,AA+,AA+,AA+,58.1339,58.294,61.1251,52.6187,53.7512,53.8723
124488.SH,PR吴兴南,,-0.0611,,-0.1418,,-0.2083,89.4046,1.5263,65.3462,1.3027,64.317,1.3683,1.613,1.174,89.656,63.8336,AA,AA,AA,AA,AA,,69.6325,,61.6683,,64.1504
124490.SH,PR首开01,,-0.1049,-0.1458,-0.1508,-0.0073,-0.0153,87.175,1.5512,65.0291,1.3277,63.7592,1.3995,1.635,1.2122,87.3752,62.8955,AAA,AAA,AAA,AAA,AAA,,82.2689,82.6062,79.2144,79.9708,79.3333
124491.SH,PR皋开债,,-0.0419,-0.3221,-0.563,0.047,-0.1495,88.7826,1.5528,65.5096,1.327,64.4359,1.4015,1.6389,1.2089,88.8944,63.6304,AAA,AAA,AAA,AAA,AAA,,62.7377,60.7834,54.6652,54.5712,55.6176
124492.SH,PR江夏投,,0.0937,,-0.1506,,-0.6396,89.346,1.528,66.2344,1.3036,64.7351,1.3827,1.6189,1.1988,89.5748,63.8424,AA,AA,AA,AA,AA,,46.1372,,38.3235,,38.5085
124493.SH,PR伊宁债,0.0501,-0.1022,-0.0494,-0.4505,0.1147,0.1343,89.7257,1.5474,66.4446,1.322,64.988,1.399,1.6362,1.2145,89.866,64.157,AA+,AA+,AA+,AA+,AA+,53.7058,52.0319,56.188,54.6323,55.2346,54.3012
124494.SH,PR迁安01,,0.0195,,0.0419,,0.0316,88.6391,1.528,65.8109,1.3044,64.2774,1.3846,1.62,1.2012,88.9304,63.3409,AA,AA,AA,AA,AA,,46.4418,,46.1999,,46.2984
124495.SH,14晟晏债,0.0485,0.082,0.1878,0.5834,0.0535,0.1303,111.3348,2.6329,106.3204,2.0471,105.9759,1.3516,2.3936,1.1361,111.465,105.2095,AA+,AA+,AA+,AA+,AA+,46.91,44.8095,44.114,43.8483,44.7653,44.1834
124496.SH,PR丰城02,,0.0822,,-0.2228,,-0.0524,88.8412,1.5423,65.9173,1.3177,64.4278,1.3956,1.632,1.2116,89.0505,63.5498,AAA,AAA,AAA,AAA,AAA,,63.3842,,62.6014,,64.012
124497.SH,PR扬化工,0.0043,0.0094,0.0267,0.0126,0.0154,0.0203,88.5332,1.5417,64.8065,1.3188,63.7504,1.3846,1.6288,1.1908,88.8314,63.2361,AA,AA,AA,AA,AA,59.16,61.6298,59.2326,60.2247,59.117,59.5791
124498.SH,14金资01,,0.0685,,-0.1563,,-0.1446,108.5516,2.7877,108.2655,2.5614,105.495,2.2645,2.4987,2.0801,108.1309,103.8896,AAA,AAA,AAA,AAA,AAA,,66.4158,,67.5964,,68.3978
124500.SH,PR鹏铁02,0.1329,0.1994,0.0737,0.434,0.1988,0.0361,98.9899,2.9968,87.6942,2.7517,85.6097,2.821,3.052,2.6456,98.4326,84.2371,AAA,AAA,AAA,AAA,AAA,38.8024,39.4548,40.6201,40.0898,39.0145,38.6075
124501.SH,PR皋沿江,,0.7578,0.8235,0.4107,0.11,0.0544,89.142,1.5522,66.0872,1.3267,64.6358,1.4028,1.64,1.2183,89.2802,63.8085,AAA,AAA,AAA,AAA,AAA,,52.8444,54.1944,51.3379,50.94,50.6965
124505.SH,PR嘉市镇,,-0.1498,,-0.1328,,-0.2108,86.5943,1.6477,64.4822,1.4219,63.0317,1.4937,1.731,1.3097,86.6846,62.2284,AA,AA,AA,AA,AA,,54.6962,,51.2298,,54.215
124507.SH,PR潍滨城,,1.0457,,-0.5855,,0.341,88.6923,1.6039,64.8093,1.3802,63.7908,1.4441,1.6892,1.2497,88.9161,63.3389,AA,AA,AA,AA,AA,,54.265,,55.3107,,54.3928
124509.SH,PR湘潭新,,0.2557,0.2262,0.1962,0.1372,0.0292,87.3533,1.6286,63.988,1.4059,62.9523,1.4693,1.7139,1.2752,87.6396,62.4753,AA,AA,AA,AA,AA,,45.2751,44.6837,46.7248,45.5753,47.6103
124510.SH,PR赣开02,-0.2455,-0.3395,-0.5425,-0.6468,-0.063,-0.3285,80.8561,1.2233,53.3825,1.0037,52.4048,1.055,1.2925,0.8638,81.1507,51.7694,AA+,AA+,AA+,AA+,AA+,58.9298,58.405,61.6448,62.3933,64.7658,61.786
124511.SH,PR赣开投,-0.2455,-0.3395,-0.5425,-0.6468,-0.063,-0.3285,87.484,1.6455,65.0182,1.4183,63.6316,1.4875,1.7261,1.3024,87.4665,62.9087,AA+,AA+,AA+,AA+,AA+,58.9298,58.405,61.6448,62.3933,64.7658,61.786
124518.SH,PR忻州02,,0.1053,,0.1871,,0.0791,87.5973,1.6329,65.1002,1.407,63.6499,1.4801,1.7175,1.2958,87.6834,62.8492,AA,AA,AA,AA,AA,,51.8524,,63.646,,64.2069
124519.SH,PR淮新01,0.112,-0.4241,-0.3159,-0.2048,-0.0934,-0.3449,86.8818,1.6701,64.6418,1.4436,63.2114,1.5143,1.7521,1.3299,86.9153,62.4428,AA,AA,AA,AA,AA,64.9279,64.0673,64.4815,64.6563,65.0527,63.9717
124520.SH,PR14太资,,0.0455,0.0631,-0.0134,0.002,-0.0207,85.9193,1.6574,64.0654,1.4313,62.6367,1.501,1.7385,1.3167,85.9809,61.8566,AAA,AAA,AAA,AAA,AAA,,58.4214,58.7533,54.083,53.5485,55.7894
