,symbol,special_type,shenwan_industry,status
601177.XSHG,杭齿前进,Normal,801890.INDX,Active
002710.XSHE,慈铭体检,Normal,,UNKNOWN
300108.XSHE,吉药控股,Normal,801150.INDX,Active
600653.XSHG,申华控股,Normal,801880.INDX,Active
002312.XSHE,三泰控股,Normal,801750.INDX,Active
300298.XSHE,三诺生物,Normal,801150.INDX,Active
600439.XSHG,瑞贝卡,Normal,801140.INDX,Active
002054.XSHE,德美化工,Normal,801030.INDX,Active
600695.XSHG,绿庭投资,Normal,801790.INDX,Active
600033.XSHG,福建高速,Normal,801170.INDX,Active
000709.XSHE,河钢股份,Normal,801040.INDX,Active
002595.XSHE,豪迈科技,Normal,801890.INDX,Active
300012.XSHE,华测检测,Normal,801230.INDX,Active
300417.XSHE,南华仪器,Normal,801890.INDX,Active
002888.XSHE,惠威科技,Normal,801080.INDX,Active
603030.XSHG,全筑股份,Normal,801720.INDX,Active
002200.XSHE,云投生态,Normal,801720.INDX,Active
000728.XSHE,国元证券,Normal,801790.INDX,Active
300103.XSHE,达刚路机,Normal,801890.INDX,Active
002432.XSHE,九安医疗,Normal,801150.INDX,Active
002013.XSHE,中航机电,Normal,801740.INDX,Active
300002.XSHE,神州泰岳,Normal,801750.INDX,Active
603598.XSHG,引力传媒,Normal,801760.INDX,Active
601366.XSHG,利群股份,Normal,801200.INDX,Active
600135.XSHG,乐凯胶片,Normal,801140.INDX,Active
002349.XSHE,精华制药,Normal,801150.INDX,Active
002809.XSHE,红墙股份,Normal,801030.INDX,Active
002001.XSHE,新和成,Normal,801150.INDX,Active
002796.XSHE,世嘉科技,Normal,801890.INDX,Active
000544.XSHE,中原环保,Normal,801160.INDX,Active
600899.XSHG,*ST信联,StarST,,Delisted
600455.XSHG,博通股份,Normal,801760.INDX,Active
600060.XSHG,海信电器,Normal,801110.INDX,Active
600098.XSHG,广州发展,Normal,801160.INDX,Active
300541.XSHE,先进数通,Normal,801750.INDX,Active
300452.XSHE,山河药辅,Normal,801150.INDX,Active
300419.XSHE,浩丰科技,Normal,801750.INDX,Active
002651.XSHE,利君股份,Normal,801890.INDX,Active
300240.XSHE,飞力达,Normal,801170.INDX,Active
300449.XSHE,汉邦高科,Normal,801750.INDX,Active
600088.XSHG,中视传媒,Normal,801760.INDX,Active
603729.XSHG,龙韵股份,Normal,801760.INDX,Active
000902.XSHE,新洋丰,Normal,801030.INDX,Active
601689.XSHG,拓普集团,Normal,801880.INDX,Active
603515.XSHG,欧普照明,Normal,801080.INDX,Active
600794.XSHG,保税科技,Normal,801170.INDX,Active
600684.XSHG,珠江实业,Normal,801180.INDX,Active
000027.XSHE,深圳能源,Normal,801160.INDX,Active
300356.XSHE,光一科技,Normal,801730.INDX,Active
600190.XSHG,锦州港,Normal,801170.INDX,Active
600123.XSHG,兰花科创,Normal,801020.INDX,Active
603305.XSHG,旭升股份,Normal,801880.INDX,Active
603970.XSHG,中农立华,Normal,801030.INDX,Active
601313.XSHG,江南嘉捷,Other,,Delisted
002695.XSHE,煌上煌,Normal,801120.INDX,Active
600092.XSHG,S*ST精密,StarST,,Delisted
600802.XSHG,福建水泥,Normal,801710.INDX,Active
603083.XSHG,剑桥科技,Normal,801770.INDX,Active
600975.XSHG,新五丰,Normal,801010.INDX,Active
002358.XSHE,森源电气,Normal,801730.INDX,Active
601969.XSHG,海南矿业,Normal,801020.INDX,Active
601918.XSHG,新集能源,Normal,801020.INDX,Active
300114.XSHE,中航电测,Normal,801890.INDX,Active
000900.XSHE,现代投资,Normal,801170.INDX,Active
002135.XSHE,东南网架,Normal,801720.INDX,Active
300675.XSHE,建科院,Normal,801720.INDX,Active
600656.XSHG,退市博元,Other,,Delisted
601900.XSHG,南方传媒,Normal,801760.INDX,Active
002732.XSHE,燕塘乳业,Normal,801120.INDX,Active
000633.XSHE,合金投资,Normal,801050.INDX,Active
600021.XSHG,上海电力,Normal,801160.INDX,Active
000848.XSHE,承德露露,Normal,801120.INDX,Active
601866.XSHG,中远海发,Normal,801170.INDX,Active
300629.XSHE,新劲刚,Normal,801890.INDX,Active
300335.XSHE,迪森股份,Normal,801160.INDX,Active
600692.XSHG,亚通股份,Normal,801180.INDX,Active
600648.XSHG,外高桥,Normal,801180.INDX,Active
002908.XSHE,德生科技,Normal,801770.INDX,Active
000876.XSHE,新希望,Normal,801010.INDX,Active
600588.XSHG,用友网络,Normal,801750.INDX,Active
300310.XSHE,宜通世纪,Normal,801770.INDX,Active
600316.XSHG,洪都航空,Normal,801740.INDX,Active
600613.XSHG,神奇制药,Normal,801080.INDX,Active
002540.XSHE,亚太科技,Normal,801050.INDX,Active
000068.XSHE,华控赛格,Normal,801160.INDX,Active
002407.XSHE,多氟多,Normal,801030.INDX,Active
000611.XSHE,天首发展,Normal,801130.INDX,Active
600568.XSHG,中珠医疗,Normal,801180.INDX,Active
002886.XSHE,沃特股份,Normal,801030.INDX,Active
002157.XSHE,正邦科技,Normal,801010.INDX,Active
300669.XSHE,沪宁股份,Normal,801890.INDX,Active
002100.XSHE,天康生物,Normal,801010.INDX,Active
002738.XSHE,中矿资源,Normal,801020.INDX,Active
600862.XSHG,中航高科,Normal,801740.INDX,Active
600291.XSHG,西水股份,Normal,801790.INDX,Active
300685.XSHE,艾德生物,Normal,801150.INDX,Active
002847.XSHE,盐津铺子,Normal,801120.INDX,Active
002250.XSHE,联化科技,Normal,801030.INDX,Active
600246.XSHG,万通地产,Normal,801180.INDX,Active
600104.XSHG,上汽集团,Normal,801880.INDX,Active
603677.XSHG,奇精机械,Normal,801110.INDX,Active
300582.XSHE,英飞特,Normal,801080.INDX,Active
002631.XSHE,德尔未来,Normal,801140.INDX,Active
603556.XSHG,海兴电力,Normal,801890.INDX,Active
002897.XSHE,意华股份,Normal,801770.INDX,Active
002681.XSHE,奋达科技,Normal,801110.INDX,Active
600305.XSHG,恒顺醋业,Normal,801120.INDX,Active
000153.XSHE,丰原药业,Normal,801150.INDX,Active
300555.XSHE,路通视信,Normal,801770.INDX,Active
601011.XSHG,宝泰隆,Normal,801020.INDX,Active
600096.XSHG,云天化,Normal,801030.INDX,Active
002777.XSHE,久远银海,Normal,801750.INDX,Active
600593.XSHG,大连圣亚,Normal,801210.INDX,Active
002568.XSHE,百润股份,Normal,801120.INDX,Active
002575.XSHE,群兴玩具,Normal,801140.INDX,Active
000423.XSHE,东阿阿胶,Normal,801150.INDX,Active
002036.XSHE,联创电子,Normal,801080.INDX,Active
002272.XSHE,川润股份,Normal,801890.INDX,Active
600578.XSHG,京能电力,Normal,801160.INDX,Active
000416.XSHE,民生控股,Normal,801790.INDX,Active
002346.XSHE,柘中股份,Normal,801710.INDX,Active
300014.XSHE,亿纬锂能,Normal,801080.INDX,Active
603383.XSHG,顶点软件,Normal,801750.INDX,Active
002310.XSHE,东方园林,Normal,801720.INDX,Active
601199.XSHG,江南水务,Normal,801160.INDX,Active
300595.XSHE,欧普康视,Normal,801150.INDX,Active
300410.XSHE,正业科技,Normal,801890.INDX,Active
300055.XSHE,万邦达,Normal,801160.INDX,Active
002243.XSHE,通产丽星,Normal,801140.INDX,Active
600645.XSHG,中源协和,Normal,801150.INDX,Active
600685.XSHG,中船防务,Normal,801740.INDX,Active
600493.XSHG,凤竹纺织,Normal,801130.INDX,Active
603278.XSHG,大业股份,Normal,801890.INDX,Active
002425.XSHE,凯撒文化,Normal,801760.INDX,Active
603229.XSHG,奥翔药业,Normal,801150.INDX,Active
600748.XSHG,上实发展,Normal,801180.INDX,Active
000004.XSHE,国农科技,Normal,801150.INDX,Active
002609.XSHE,捷顺科技,Normal,801750.INDX,Active
600303.XSHG,曙光股份,Normal,801880.INDX,Active
600027.XSHG,华电国际,Normal,801160.INDX,Active
002395.XSHE,双象股份,Normal,801030.INDX,Active
002403.XSHE,爱仕达,Normal,801110.INDX,Active
000045.XSHE,深纺织A,Normal,801080.INDX,Active
300203.XSHE,聚光科技,Normal,801160.INDX,Active
600985.XSHG,雷鸣科化,Normal,801030.INDX,Active
600701.XSHG,*ST工新,StarST,801750.INDX,Active
002771.XSHE,真视通,Normal,801750.INDX,Active
002027.XSHE,分众传媒,Normal,801760.INDX,Active
601001.XSHG,大同煤业,Normal,801020.INDX,Active
600535.XSHG,天士力,Normal,801150.INDX,Active
002074.XSHE,国轩高科,Normal,801730.INDX,Active
600711.XSHG,盛屯矿业,Normal,801050.INDX,Active
300086.XSHE,康芝药业,Normal,801150.INDX,Active
600575.XSHG,皖江物流,Normal,801170.INDX,Active
002332.XSHE,仙琚制药,Normal,801150.INDX,Active
603012.XSHG,创力集团,Normal,801890.INDX,Active
002276.XSHE,万马股份,Normal,801730.INDX,Active
002486.XSHE,嘉麟杰,Normal,801130.INDX,Active
000526.XSHE,紫光学大,Normal,801760.INDX,Active
600880.XSHG,博瑞传播,Normal,801760.INDX,Active
000693.XSHE,*ST华泽,StarST,801050.INDX,TemporarySuspended
002084.XSHE,海鸥住工,Normal,801140.INDX,Active
002206.XSHE,海利得,Normal,801030.INDX,Active
002019.XSHE,亿帆医药,Normal,801150.INDX,Active
603238.XSHG,诺邦股份,Normal,801130.INDX,Active
603009.XSHG,北特科技,Normal,801880.INDX,Active
300468.XSHE,四方精创,Normal,801750.INDX,Active
601369.XSHG,陕鼓动力,Normal,801890.INDX,Active
300418.XSHE,昆仑万维,Normal,801760.INDX,Active
600112.XSHG,天成控股,Normal,801730.INDX,Active
600238.XSHG,*ST椰岛,StarST,801120.INDX,Active
600490.XSHG,鹏欣资源,Normal,801050.INDX,Active
002554.XSHE,惠博普,Normal,801020.INDX,Active
603337.XSHG,杰克股份,Normal,801890.INDX,Active
603013.XSHG,亚普股份,Normal,801880.INDX,Active
600562.XSHG,国睿科技,Normal,801740.INDX,Active
002416.XSHE,爱施德,Normal,801200.INDX,Active
002186.XSHE,全聚德,Normal,801210.INDX,Active
601518.XSHG,吉林高速,Normal,801170.INDX,Active
600177.XSHG,雅戈尔,Normal,801180.INDX,Active
600877.XSHG,ST嘉陵,ST,801880.INDX,Active
600965.XSHG,福成股份,Normal,801010.INDX,Active
600706.XSHG,曲江文旅,Normal,801210.INDX,Active
601008.XSHG,连云港,Normal,801170.INDX,Active
300579.XSHE,数字认证,Normal,801750.INDX,Active
002701.XSHE,奥瑞金,Normal,801140.INDX,Active
000922.XSHE,*ST佳电,StarST,801730.INDX,Active
002142.XSHE,宁波银行,Normal,801780.INDX,Active
603157.XSHG,拉夏贝尔,Normal,801130.INDX,Active
300153.XSHE,科泰电源,Normal,801730.INDX,Active
002086.XSHE,东方海洋,Normal,801010.INDX,Active
603578.XSHG,三星新材,Normal,801110.INDX,Active
600715.XSHG,文投控股,Normal,801760.INDX,Active
600982.XSHG,宁波热电,Normal,801160.INDX,Active
600408.XSHG,*ST安泰,StarST,801020.INDX,Active
000006.XSHE,深振业A,Normal,801180.INDX,Active
600769.XSHG,祥龙电业,Normal,801720.INDX,Active
002266.XSHE,浙富控股,Normal,801730.INDX,Active
000705.XSHE,浙江震元,Normal,801150.INDX,Active
300380.XSHE,安硕信息,Normal,801750.INDX,Active
603416.XSHG,信捷电气,Normal,801730.INDX,Active
002381.XSHE,双箭股份,Normal,801030.INDX,Active
300644.XSHE,南京聚隆,Normal,801030.INDX,Active
600807.XSHG,*ST天业,StarST,801180.INDX,Active
300004.XSHE,南风股份,Normal,801890.INDX,Active
603156.XSHG,养元饮品,Normal,801120.INDX,Active
600161.XSHG,天坛生物,Normal,801150.INDX,Active
300081.XSHE,恒信东方,Normal,801770.INDX,Active
000639.XSHE,西王食品,Normal,801010.INDX,Active
300426.XSHE,唐德影视,Normal,801760.INDX,Active
002867.XSHE,周大生,Normal,801140.INDX,Active
600522.XSHG,中天科技,Normal,801770.INDX,Active
601333.XSHG,广深铁路,Normal,801170.INDX,Active
600401.XSHG,*ST海润,StarST,801730.INDX,TemporarySuspended
600559.XSHG,老白干酒,Normal,801120.INDX,Active
600749.XSHG,*ST藏旅,StarST,801210.INDX,Active
603528.XSHG,多伦科技,Normal,801880.INDX,Active
600133.XSHG,东湖高新,Normal,801720.INDX,Active
002235.XSHE,安妮股份,Normal,801140.INDX,Active
600859.XSHG,王府井,Normal,801200.INDX,Active
000679.XSHE,大连友谊,Normal,801200.INDX,Active
000585.XSHE,*ST东电,StarST,801730.INDX,Active
002207.XSHE,*ST准油,StarST,801020.INDX,Active
000888.XSHE,峨眉山A,Normal,801210.INDX,Active
300433.XSHE,蓝思科技,Normal,801080.INDX,Active
600398.XSHG,海澜之家,Normal,801130.INDX,Active
600785.XSHG,新华百货,Normal,801200.INDX,Active
300601.XSHE,康泰生物,Normal,801150.INDX,Active
300428.XSHE,四通新材,Normal,801050.INDX,Active
002091.XSHE,江苏国泰,Normal,801200.INDX,Active
600072.XSHG,中船科技,Normal,801740.INDX,Active
300281.XSHE,金明精机,Normal,801890.INDX,Active
002893.XSHE,华通热力,Normal,801160.INDX,Active
002821.XSHE,凯莱英,Normal,801150.INDX,Active
300559.XSHE,佳发教育,Normal,801750.INDX,Active
300642.XSHE,透景生命,Normal,801150.INDX,Active
000963.XSHE,华东医药,Normal,801150.INDX,Active
002383.XSHE,合众思壮,Normal,801750.INDX,Active
600726.XSHG,华电能源,Normal,801160.INDX,Active
002081.XSHE,金螳螂,Normal,801720.INDX,Active
000959.XSHE,首钢股份,Normal,801040.INDX,Active
002817.XSHE,黄山胶囊,Normal,801150.INDX,Active
300750.XSHE,宁德时代,Normal,801730.INDX,Active
000887.XSHE,中鼎股份,Normal,801880.INDX,Active
600361.XSHG,华联综超,Normal,801200.INDX,Active
000400.XSHE,许继电气,Normal,801730.INDX,Active
600063.XSHG,皖维高新,Normal,801030.INDX,Active
600065.XSHG,*ST联谊,StarST,,Delisted
300481.XSHE,濮阳惠成,Normal,801030.INDX,Active
002453.XSHE,华软科技,Normal,801030.INDX,Active
002106.XSHE,莱宝高科,Normal,801080.INDX,Active
002431.XSHE,棕榈股份,Normal,801720.INDX,Active
600395.XSHG,盘江股份,Normal,801020.INDX,Active
002023.XSHE,海特高新,Normal,801740.INDX,Active
600196.XSHG,复星医药,Normal,801150.INDX,Active
002707.XSHE,众信旅游,Normal,801210.INDX,Active
601211.XSHG,国泰君安,Normal,801790.INDX,Active
300442.XSHE,普丽盛,Normal,801890.INDX,Active
600068.XSHG,葛洲坝,Normal,801720.INDX,Active
600501.XSHG,航天晨光,Normal,801890.INDX,Active
300033.XSHE,同花顺,Normal,801750.INDX,Active
300427.XSHE,红相股份,Normal,801730.INDX,Active
002131.XSHE,利欧股份,Normal,801760.INDX,Active
300201.XSHE,海伦哲,Normal,801890.INDX,Active
002045.XSHE,国光电器,Normal,801080.INDX,Active
601118.XSHG,海南橡胶,Normal,801010.INDX,Active
600160.XSHG,巨化股份,Normal,801030.INDX,Active
603300.XSHG,华铁科技,Normal,801790.INDX,Active
002279.XSHE,久其软件,Normal,801750.INDX,Active
600620.XSHG,天宸股份,Normal,801230.INDX,Active
600248.XSHG,延长化建,Normal,801720.INDX,Active
603025.XSHG,大豪科技,Normal,801730.INDX,Active
002150.XSHE,通润装备,Normal,801890.INDX,Active
603331.XSHG,百达精工,Normal,801890.INDX,Active
600482.XSHG,中国动力,Normal,801730.INDX,Active
300533.XSHE,冰川网络,Normal,801760.INDX,Active
002046.XSHE,轴研科技,Normal,801890.INDX,Active
300381.XSHE,溢多利,Normal,801150.INDX,Active
002444.XSHE,巨星科技,Normal,801890.INDX,Active
300554.XSHE,三超新材,Normal,801890.INDX,Active
300654.XSHE,世纪天鸿,Normal,801760.INDX,Active
601018.XSHG,宁波港,Normal,801170.INDX,Active
300338.XSHE,开元股份,Normal,801760.INDX,Active
600363.XSHG,联创光电,Normal,801080.INDX,Active
300279.XSHE,和晶科技,Normal,801080.INDX,Active
600074.XSHG,*ST保千,StarST,801080.INDX,Active
000818.XSHE,航锦科技,Normal,801030.INDX,Active
600351.XSHG,亚宝药业,Normal,801150.INDX,Active
002603.XSHE,以岭药业,Normal,801150.INDX,Active
002252.XSHE,上海莱士,Normal,801150.INDX,Active
600676.XSHG,交运股份,Normal,801880.INDX,Active
600867.XSHG,通化东宝,Normal,801150.INDX,Active
000532.XSHE,华金资本,Normal,801080.INDX,Active
002051.XSHE,中工国际,Normal,801720.INDX,Active
000812.XSHE,陕西金叶,Normal,801140.INDX,Active
000956.XSHE,中原油气,Normal,,Delisted
002477.XSHE,雏鹰农牧,Normal,801010.INDX,Active
603879.XSHG,永悦科技,Normal,801030.INDX,Active
300049.XSHE,福瑞股份,Normal,801150.INDX,Active
000668.XSHE,荣丰控股,Normal,801180.INDX,Active
002218.XSHE,拓日新能,Normal,801730.INDX,Active
603708.XSHG,家家悦,Normal,801200.INDX,Active
600054.XSHG,黄山旅游,Normal,801210.INDX,Active
600286.XSHG,S*ST国瓷,StarST,,Delisted
300036.XSHE,超图软件,Normal,801750.INDX,Active
600837.XSHG,海通证券,Normal,801790.INDX,Active
300472.XSHE,新元科技,Normal,801890.INDX,Active
300361.XSHE,奥赛康,Normal,,UNKNOWN
300277.XSHE,海联讯,Normal,801750.INDX,Active
600502.XSHG,安徽水利,Normal,801720.INDX,Active
600826.XSHG,兰生股份,Normal,801200.INDX,Active
600883.XSHG,博闻科技,Normal,801710.INDX,Active
000009.XSHE,中国宝安,Normal,801230.INDX,Active
600236.XSHG,桂冠电力,Normal,801160.INDX,Active
600959.XSHG,江苏有线,Normal,801760.INDX,Active
300242.XSHE,佳云科技,Normal,801760.INDX,Active
600624.XSHG,复旦复华,Normal,801230.INDX,Active
600406.XSHG,国电南瑞,Normal,801730.INDX,Active
600674.XSHG,川投能源,Normal,801160.INDX,Active
603333.XSHG,明星电缆,Normal,801730.INDX,Active
603063.XSHG,禾望电气,Normal,801730.INDX,Active
002502.XSHE,骅威文化,Normal,801760.INDX,Active
600360.XSHG,华微电子,Normal,801080.INDX,Active
601886.XSHG,江河集团,Normal,801720.INDX,Active
300718.XSHE,长盛轴承,Normal,801890.INDX,Active
002921.XSHE,联诚精密,Normal,801880.INDX,Active
600547.XSHG,山东黄金,Normal,801050.INDX,Active
601567.XSHG,三星医疗,Normal,801730.INDX,Active
000522.XSHE,白云山A,Normal,,Delisted
000022.XSHE,深赤湾A,Normal,801170.INDX,Active
002863.XSHE,今飞凯达,Normal,801880.INDX,Active
600348.XSHG,阳泉煤业,Normal,801020.INDX,Active
002406.XSHE,远东传动,Normal,801880.INDX,Active
002227.XSHE,奥特迅,Normal,801730.INDX,Active
300684.XSHE,中石科技,Normal,801030.INDX,Active
300058.XSHE,蓝色光标,Normal,801760.INDX,Active
000799.XSHE,酒鬼酒,Normal,801120.INDX,Active
300476.XSHE,胜宏科技,Normal,801080.INDX,Active
000852.XSHE,石化机械,Normal,801890.INDX,Active
002795.XSHE,永和智控,Normal,801710.INDX,Active
002488.XSHE,金固股份,Normal,801880.INDX,Active
002040.XSHE,南京港,Normal,801170.INDX,Active
300453.XSHE,三鑫医疗,Normal,801150.INDX,Active
603699.XSHG,纽威股份,Normal,801890.INDX,Active
603833.XSHG,欧派家居,Normal,801140.INDX,Active
300573.XSHE,兴齐眼药,Normal,801150.INDX,Active
002189.XSHE,利达光电,Normal,801080.INDX,Active
000628.XSHE,高新发展,Normal,801720.INDX,Active
300679.XSHE,电连技术,Normal,801080.INDX,Active
300545.XSHE,联得装备,Normal,801080.INDX,Active
002918.XSHE,蒙娜丽莎,Normal,801710.INDX,Active
300402.XSHE,宝色股份,Normal,801890.INDX,Active
600963.XSHG,岳阳林纸,Normal,801140.INDX,Active
600863.XSHG,内蒙华电,Normal,801160.INDX,Active
002211.XSHE,宏达新材,Normal,801030.INDX,Active
000415.XSHE,渤海金控,Normal,801790.INDX,Active
002481.XSHE,双塔食品,Normal,801120.INDX,Active
603101.XSHG,汇嘉时代,Normal,801200.INDX,Active
600990.XSHG,四创电子,Normal,801740.INDX,Active
300020.XSHE,银江股份,Normal,801750.INDX,Active
603069.XSHG,海汽集团,Normal,801170.INDX,Active
000622.XSHE,恒立实业,Normal,801880.INDX,Active
600206.XSHG,有研新材,Normal,801050.INDX,Active
601688.XSHG,华泰证券,Normal,801790.INDX,Active
000830.XSHE,鲁西化工,Normal,801030.INDX,Active
600039.XSHG,四川路桥,Normal,801720.INDX,Active
002616.XSHE,长青集团,Normal,801110.INDX,Active
002907.XSHE,华森制药,Normal,801150.INDX,Active
002633.XSHE,申科股份,Normal,801890.INDX,Active
002423.XSHE,中原特钢,Normal,801890.INDX,Active
002008.XSHE,大族激光,Normal,801080.INDX,Active
300610.XSHE,晨化股份,Normal,801030.INDX,Active
000802.XSHE,北京文化,Normal,801760.INDX,Active
600570.XSHG,恒生电子,Normal,801750.INDX,Active
300104.XSHE,乐视网,Normal,801760.INDX,Active
002621.XSHE,三垒股份,Normal,801890.INDX,Active
000426.XSHE,兴业矿业,Normal,801050.INDX,Active
603306.XSHG,华懋科技,Normal,801880.INDX,Active
002418.XSHE,康盛股份,Normal,801110.INDX,Active
002735.XSHE,王子新材,Normal,801140.INDX,Active
300599.XSHE,雄塑科技,Normal,801710.INDX,Active
002325.XSHE,洪涛股份,Normal,801720.INDX,Active
300230.XSHE,永利股份,Normal,801030.INDX,Active
002152.XSHE,广电运通,Normal,801750.INDX,Active
300673.XSHE,佩蒂股份,Normal,801010.INDX,Active
600460.XSHG,士兰微,Normal,801080.INDX,Active
600002.XSHG,齐鲁石化,Normal,,Delisted
600153.XSHG,建发股份,Normal,801170.INDX,Active
600488.XSHG,天药股份,Normal,801150.INDX,Active
300647.XSHE,超频三,Normal,801080.INDX,Active
600629.XSHG,华建集团,Normal,801720.INDX,Active
600301.XSHG,ST南化,ST,801030.INDX,Active
002253.XSHE,川大智胜,Normal,801750.INDX,Active
603606.XSHG,东方电缆,Normal,801730.INDX,Active
